taxonID	identifier	datasetID	datasetName	acceptedNameUsageID	parentNameUsageID	taxonomicStatus	taxonRank	verbatimTaxonRank	scientificName	kingdom	phylum	class	order	superfamily	family	genus	subgenus	specificEpithet	infraspecificEpithet	scientificNameAuthorship	source	namePublishedIn	nameAccordingTo	modified	description
2435491	urn:lsid:catalogueoflife.org:taxon:d8887f68-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Cnidopus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Cnidopus									
2435492	urn:lsid:catalogueoflife.org:taxon:d8888094-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363575	accepted name	genus		Stichodactyla	Animalia	Cnidaria	Anthozoa	Actiniaria		Stichodactylidae	Stichodactyla									
2435493	urn:lsid:catalogueoflife.org:taxon:d88881b6-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Antheopsis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Antheopsis									
2435494	urn:lsid:catalogueoflife.org:taxon:d88882e2-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363604	accepted name	genus		Bunodeopsis	Animalia	Cnidaria	Anthozoa	Actiniaria		Boloceroididae	Bunodeopsis									
2435495	urn:lsid:catalogueoflife.org:taxon:d888840e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Sicyonis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Sicyonis									
2435496	urn:lsid:catalogueoflife.org:taxon:d888853a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363606	accepted name	genus		Actinoporus	Animalia	Cnidaria	Anthozoa	Actiniaria		Aurelianidae	Actinoporus									
2435497	urn:lsid:catalogueoflife.org:taxon:d88886a2-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363606	accepted name	genus		Aureliana	Animalia	Cnidaria	Anthozoa	Actiniaria		Aurelianidae	Aureliana									
2435498	urn:lsid:catalogueoflife.org:taxon:d88887ce-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363574	accepted name	genus		Heterodactyla	Animalia	Cnidaria	Anthozoa	Actiniaria		Thalassianthidae	Heterodactyla									
2435499	urn:lsid:catalogueoflife.org:taxon:d88888fa-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Isocradactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Isocradactis									
2435500	urn:lsid:catalogueoflife.org:taxon:d8888a26-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Parabunodactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Parabunodactis									
2435501	urn:lsid:catalogueoflife.org:taxon:d8888b48-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Cribrinopsis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Cribrinopsis									
2435502	urn:lsid:catalogueoflife.org:taxon:d8888c74-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Condylactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Condylactis									
2435503	urn:lsid:catalogueoflife.org:taxon:d8888d96-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Parantheopsis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Parantheopsis									
2435504	urn:lsid:catalogueoflife.org:taxon:d8888ec2-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Actiniogeton	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Actiniogeton									
2435505	urn:lsid:catalogueoflife.org:taxon:d8888fe4-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Urticinopsis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Urticinopsis									
2435506	urn:lsid:catalogueoflife.org:taxon:d8889110-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Phlyctenanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Phlyctenanthus									
2435507	urn:lsid:catalogueoflife.org:taxon:d8889232-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Paranemonia	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Paranemonia									
2435508	urn:lsid:catalogueoflife.org:taxon:d888935e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Phialoba	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Phialoba									
2435509	urn:lsid:catalogueoflife.org:taxon:d8889480-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Boloceropsis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Boloceropsis									
2435510	urn:lsid:catalogueoflife.org:taxon:d88895ac-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Bunodosoma	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Bunodosoma									
2435511	urn:lsid:catalogueoflife.org:taxon:d88896d8-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363588	accepted name	genus		Telmatactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Isophelliidae	Telmatactis									
2435512	urn:lsid:catalogueoflife.org:taxon:d88897fa-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363601	accepted name	genus		Nematostella	Animalia	Cnidaria	Anthozoa	Actiniaria		Edwardsiidae	Nematostella									
2435513	urn:lsid:catalogueoflife.org:taxon:d8889926-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363601	accepted name	genus		Drillactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Edwardsiidae	Drillactis									
2435514	urn:lsid:catalogueoflife.org:taxon:d8889a48-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363601	accepted name	genus		Paraedwardsia	Animalia	Cnidaria	Anthozoa	Actiniaria		Edwardsiidae	Paraedwardsia									
2435515	urn:lsid:catalogueoflife.org:taxon:d8889b74-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363597	accepted name	genus		Halcampactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Halcampidae	Halcampactis									
2435516	urn:lsid:catalogueoflife.org:taxon:d8889c96-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363594	accepted name	genus		Pelocoetes	Animalia	Cnidaria	Anthozoa	Actiniaria		Haliactiidae	Pelocoetes									
2435517	urn:lsid:catalogueoflife.org:taxon:d8889dc2-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363597	accepted name	genus		Cactosoma	Animalia	Cnidaria	Anthozoa	Actiniaria		Halcampidae	Cactosoma									
2435518	urn:lsid:catalogueoflife.org:taxon:d8889eee-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363608	accepted name	genus		Andresia	Animalia	Cnidaria	Anthozoa	Actiniaria		Andresiidae	Andresia									
2435519	urn:lsid:catalogueoflife.org:taxon:d888a010-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363592	accepted name	genus		Mesacmaea	Animalia	Cnidaria	Anthozoa	Actiniaria		Haloclavidae	Mesacmaea									
2435520	urn:lsid:catalogueoflife.org:taxon:d888a13c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363592	accepted name	genus		Oractis	Animalia	Cnidaria	Anthozoa	Actiniaria		Haloclavidae	Oractis									
2435521	urn:lsid:catalogueoflife.org:taxon:d888a25e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363592	accepted name	genus		Anemonactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Haloclavidae	Anemonactis									
2435522	urn:lsid:catalogueoflife.org:taxon:d888a38a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363596	accepted name	genus		Halcampoides	Animalia	Cnidaria	Anthozoa	Actiniaria		Halcampoididae	Halcampoides									
2435523	urn:lsid:catalogueoflife.org:taxon:d888a54c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363616	accepted name	genus		Actinernus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinernidae	Actinernus									
2435524	urn:lsid:catalogueoflife.org:taxon:d888a682-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363599	accepted name	genus		Galatheanthemum	Animalia	Cnidaria	Anthozoa	Actiniaria		Galatheanthemidae	Galatheanthemum									
2435525	urn:lsid:catalogueoflife.org:taxon:d888a7b8-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Stomphia	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Stomphia									
2435526	urn:lsid:catalogueoflife.org:taxon:d888a8da-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363589	accepted name	genus		Paraisanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Isanthidae	Paraisanthus									
2435527	urn:lsid:catalogueoflife.org:taxon:d888aa06-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363609	accepted name	genus		Cradactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Aliciidae	Cradactis									
2435528	urn:lsid:catalogueoflife.org:taxon:d888ab32-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363597	accepted name	genus		Halianthella	Animalia	Cnidaria	Anthozoa	Actiniaria		Halcampidae	Halianthella									
2435529	urn:lsid:catalogueoflife.org:taxon:d888ac54-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Stephanauge	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Stephanauge									
2435530	urn:lsid:catalogueoflife.org:taxon:d888ad80-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Sagartiogeton	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Sagartiogeton									
2435531	urn:lsid:catalogueoflife.org:taxon:d888aeac-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Anthothoe	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Anthothoe									
2435532	urn:lsid:catalogueoflife.org:taxon:d888afce-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Paracalliactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Paracalliactis									
2435533	urn:lsid:catalogueoflife.org:taxon:d888b0fa-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Calliactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Calliactis									
2435534	urn:lsid:catalogueoflife.org:taxon:d888b21c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363617	accepted name	genus		Acontiophorum	Animalia	Cnidaria	Anthozoa	Actiniaria		Acontiophoridae	Acontiophorum									
2435535	urn:lsid:catalogueoflife.org:taxon:d888b348-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363588	accepted name	genus		Isophellia	Animalia	Cnidaria	Anthozoa	Actiniaria		Isophelliidae	Isophellia									
2435536	urn:lsid:catalogueoflife.org:taxon:d888b474-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Actinostola	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Actinostola									
2435537	urn:lsid:catalogueoflife.org:taxon:d888b596-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363613	accepted name	genus		Actinoscyphia	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinoscyphiidae	Actinoscyphia									
2435538	urn:lsid:catalogueoflife.org:taxon:d888b6c2-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Antiparactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Antiparactis									
2435539	urn:lsid:catalogueoflife.org:taxon:d888b7ee-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Tealianthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Tealianthus									
2435540	urn:lsid:catalogueoflife.org:taxon:d888b910-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Paranthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Paranthus									
2435541	urn:lsid:catalogueoflife.org:taxon:d888ba3c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Paractinostola	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Paractinostola									
2435542	urn:lsid:catalogueoflife.org:taxon:d888bc12-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363585	accepted name	genus		Metridium	Animalia	Cnidaria	Anthozoa	Actiniaria		Metridiidae	Metridium									
2435543	urn:lsid:catalogueoflife.org:taxon:d888bd3e-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Parasicyonis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Parasicyonis									
2435544	urn:lsid:catalogueoflife.org:taxon:d888be6a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Korsaranthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Korsaranthus									
2435545	urn:lsid:catalogueoflife.org:taxon:d888bf8c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Hormathia	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Hormathia									
2435546	urn:lsid:catalogueoflife.org:taxon:d888c0b8-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363574	accepted name	genus		Cryptodendrum	Animalia	Cnidaria	Anthozoa	Actiniaria		Thalassianthidae	Cryptodendrum									
2435547	urn:lsid:catalogueoflife.org:taxon:d888c1da-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Anthosactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Anthosactis									
2435548	urn:lsid:catalogueoflife.org:taxon:d888c306-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363605	accepted name	genus		Daontesia	Animalia	Cnidaria	Anthozoa	Actiniaria		Bathyphellidae	Daontesia									
2435549	urn:lsid:catalogueoflife.org:taxon:d888c428-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Adamsia	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Adamsia									
2435550	urn:lsid:catalogueoflife.org:taxon:d888c554-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363605	accepted name	genus		Bathyphellia	Animalia	Cnidaria	Anthozoa	Actiniaria		Bathyphellidae	Bathyphellia									
2435551	urn:lsid:catalogueoflife.org:taxon:d888c676-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363592	accepted name	genus		Peachia	Animalia	Cnidaria	Anthozoa	Actiniaria		Haloclavidae	Peachia									
2435552	urn:lsid:catalogueoflife.org:taxon:d888c7a2-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363588	accepted name	genus		Epiphellia	Animalia	Cnidaria	Anthozoa	Actiniaria		Isophelliidae	Epiphellia									
2435553	urn:lsid:catalogueoflife.org:taxon:d888c946-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363592	accepted name	genus		Harenactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Haloclavidae	Harenactis									
2435554	urn:lsid:catalogueoflife.org:taxon:d888ca72-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363592	accepted name	genus		Metapeachia	Animalia	Cnidaria	Anthozoa	Actiniaria		Haloclavidae	Metapeachia									
2435555	urn:lsid:catalogueoflife.org:taxon:d888cba8-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363587	accepted name	genus		Limnactinia	Animalia	Cnidaria	Anthozoa	Actiniaria		Limnactiniidae	Limnactinia									
2435556	urn:lsid:catalogueoflife.org:taxon:d888ccca-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363596	accepted name	genus		Pentactinia	Animalia	Cnidaria	Anthozoa	Actiniaria		Halcampoididae	Pentactinia									
2435557	urn:lsid:catalogueoflife.org:taxon:d888cdf6-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363596	accepted name	genus		Halcampella	Animalia	Cnidaria	Anthozoa	Actiniaria		Halcampoididae	Halcampella									
2435558	urn:lsid:catalogueoflife.org:taxon:d888cf18-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363596	accepted name	genus		Calamactinia	Animalia	Cnidaria	Anthozoa	Actiniaria		Halcampoididae	Calamactinia									
2435559	urn:lsid:catalogueoflife.org:taxon:d888d044-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363596	accepted name	genus		Siphonactinopsis	Animalia	Cnidaria	Anthozoa	Actiniaria		Halcampoididae	Siphonactinopsis									
2435560	urn:lsid:catalogueoflife.org:taxon:d888d166-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363596	accepted name	genus		Scytophorus	Animalia	Cnidaria	Anthozoa	Actiniaria		Halcampoididae	Scytophorus									
2435561	urn:lsid:catalogueoflife.org:taxon:d888d292-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363596	accepted name	genus		Calamactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Halcampoididae	Calamactis									
2435562	urn:lsid:catalogueoflife.org:taxon:d888d3be-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Telactinia	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Telactinia									
2435563	urn:lsid:catalogueoflife.org:taxon:d888d4ea-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363614	accepted name	genus		Actinodendron	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinodendronidae	Actinodendron									
2435564	urn:lsid:catalogueoflife.org:taxon:d888d652-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363601	accepted name	genus		Halcampa	Animalia	Cnidaria	Anthozoa	Actiniaria		Edwardsiidae	Halcampa									
2435565	urn:lsid:catalogueoflife.org:taxon:d888d788-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363601	accepted name	genus		Isoedwardsia	Animalia	Cnidaria	Anthozoa	Actiniaria		Edwardsiidae	Isoedwardsia									
2435566	urn:lsid:catalogueoflife.org:taxon:d888d8b4-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Neocondylactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Neocondylactis									
2435567	urn:lsid:catalogueoflife.org:taxon:d888da62-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Cnidanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Cnidanthus									
2435568	urn:lsid:catalogueoflife.org:taxon:d888db98-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363605	accepted name	genus		Acraspedanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Bathyphellidae	Acraspedanthus									
2435569	urn:lsid:catalogueoflife.org:taxon:d888dcc4-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363612	accepted name	genus		Bathydactylus	Animalia	Cnidaria	Anthozoa	Actiniaria		Actinostolidae	Bathydactylus									
2435570	urn:lsid:catalogueoflife.org:taxon:d888ddf0-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363615	accepted name	genus		Mesactinia	Animalia	Cnidaria	Anthozoa	Actiniaria		Actiniidae	Mesactinia									
2435571	urn:lsid:catalogueoflife.org:taxon:d888df1c-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363591	accepted name	genus		Phelliactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Hormathiidae	Phelliactis									
2435572	urn:lsid:catalogueoflife.org:taxon:d888e048-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363609	accepted name	genus		Triactis	Animalia	Cnidaria	Anthozoa	Actiniaria		Aliciidae	Triactis									
2435573	urn:lsid:catalogueoflife.org:taxon:d888e16a-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363601	accepted name	genus		Scolanthus	Animalia	Cnidaria	Anthozoa	Actiniaria		Edwardsiidae	Scolanthus									
2435574	urn:lsid:catalogueoflife.org:taxon:d888e296-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363576	accepted name	genus		Sagartiomorphe	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiomorphidae	Sagartiomorphe									
2435575	urn:lsid:catalogueoflife.org:taxon:d888e3b8-29c1-102b-9a4a-00304854f820:col20110201	Species 2000	Catalogue of Life in Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist		2363577	accepted name	genus		Actinothoe	Animalia	Cnidaria	Anthozoa	Actiniaria		Sagartiidae	Actinothoe									
